:START_ID(Tweet),:END_ID(Person-ca),:TYPE,Specification
2956,James McGovern,references,US Representative James McGovern (MA-02)
2957,James McGovern,references,US Representative James McGovern (MA-02)
2958,James McGovern,references,US Representative James McGovern (MA-02)
2959,James McGovern,references,US Representative James McGovern (MA-02)
2960,James McGovern,references,US Representative James McGovern (MA-02)
2961,James McGovern,references,US Representative James McGovern (MA-02)
2962,James McGovern,references,US Representative James McGovern (MA-02)
2963,James McGovern,references,US Representative James McGovern (MA-02)
2963,Volodymyr Zelensky,references,
2964,James McGovern,references,US Representative James McGovern (MA-02)
2965,James McGovern,references,US Representative James McGovern (MA-02)
2966,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
2966,James McGovern,references,US Representative James McGovern (MA-02)
2967,James McGovern,references,US Representative James McGovern (MA-02)
2968,James McGovern,references,US Representative James McGovern (MA-02)
2969,James McGovern,references,US Representative James McGovern (MA-02)
2970,Patrick T. McHenry,references,US Representative Patrick T. McHenry (NC-10)
2971,Patrick T. McHenry,references,US Representative Patrick T. McHenry (NC-10)
2972,Patrick T. McHenry,references,US Representative Patrick T. McHenry (NC-10)
2973,Patrick T. McHenry,references,US Representative Patrick T. McHenry (NC-10)
2974,Jerry McNerney,references,US Representative Jerry McNerney (CA-9)
2975,Jerry McNerney,references,US Representative Jerry McNerney (CA-9)
2976,Gregory W. Meeks,references,US Representative Gregory W. Meeks (NY-05)
2977,Gregory W. Meeks,references,US Representative Gregory W. Meeks (NY-05)
2978,Gregory W. Meeks,references,US Representative Gregory W. Meeks (NY-05)
2979,Gregory W. Meeks,references,US Representative Gregory W. Meeks (NY-05)
2980,Gregory W. Meeks,references,US Representative Gregory W. Meeks (NY-05)
2981,Joe Biden,references,US President Joe Biden
2981,Peter Meijer,references,
2982,Peter Meijer,references,
2983,Peter Meijer,references,
2984,Joe Biden,references,US President Joe Biden
2984,Peter Meijer,references,
2985,Donald Trump,references,"45th US President, Donald Trump"
2985,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
2985,Peter Meijer,references,
2986,Peter Meijer,references,
2987,Peter Meijer,references,
2988,Peter Meijer,references,
2989,Peter Meijer,references,
2990,Peter Meijer,references,
2991,Peter Meijer,references,
2992,Donald Trump,references,"45th US President, Donald Trump"
2992,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
2992,Peter Meijer,references,
2993,Peter Meijer,references,
2994,Peter Meijer,references,
2995,Peter Meijer,references,
2996,Peter Meijer,references,
2997,Peter Meijer,references,
2998,Peter Meijer,references,
2999,Peter Meijer,references,
3000,Joe Biden,references,US President Joe Biden
3000,Peter Meijer,references,
3001,Donald Trump,references,"45th US President, Donald Trump"
3001,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
3001,Peter Meijer,references,
3002,Donald Trump,references,"45th US President, Donald Trump"
3002,Peter Meijer,references,
3003,Peter Meijer,references,
3004,Donald Trump,references,"45th US President, Donald Trump"
3004,Peter Meijer,references,
3005,Peter Meijer,references,
3006,Bill Huizenga,references,US Representative Bill Huizenga (MI-02)
3006,Peter Meijer,references,
3007,Grace Meng,references,US Representative Grace Meng (NY-06)
3008,Grace Meng,references,US Representative Grace Meng (NY-06)
3009,Grace Meng,references,US Representative Grace Meng (NY-06)
3010,Grace Meng,references,US Representative Grace Meng (NY-06)
3011,Grace Meng,references,US Representative Grace Meng (NY-06)
3012,Grace Meng,references,US Representative Grace Meng (NY-06)
3013,Grace Meng,references,US Representative Grace Meng (NY-06)
3014,Grace Meng,references,US Representative Grace Meng (NY-06)
3015,Grace Meng,references,US Representative Grace Meng (NY-06)
3016,Grace Meng,references,US Representative Grace Meng (NY-06)
3017,Grace Meng,references,US Representative Grace Meng (NY-06)
3018,Grace Meng,references,US Representative Grace Meng (NY-06)
3019,Grace Meng,references,US Representative Grace Meng (NY-06)
3020,Joe Biden,references,US President Joe Biden
3020,Kevin McCarthy,references,US Representative Kevin McCarthy (CA-23)
3020,Michael T. McCaul,references,US Representative Michael T. McCaul (TX-10)
3022,Jason Smith,references,US Representative Jason Smith (MO-08)
3022,Jodey Arrington,references,US Representative Jodey Arrington (TX-19)
3022,Dan Meuser,references,"Candidate for Representative from Pennsylvania, Dan Meuser"
3023,Elizabeth MacDonald,references,Elizabeth MacDonald
3026,Kweisi Mfume,references,
3027,Kweisi Mfume,references,
3028,Kweisi Mfume,references,
3030,Jim Justice,references,"US governor of West Virginia, \nJim Justice"
3032,Joe Biden,references,US President Joe Biden
3036,Joe Biden,references,US President Joe Biden
3037,Joe Biden,references,US President Joe Biden
3037,Donald Trump,references,"45th US President, Donald Trump"
3038,Joe Biden,references,US President Joe Biden
3041,Joe Biden,references,US President Joe Biden
3043,Joe Biden,references,US President Joe Biden
3043,Kamala Harris,references,US Senator Kamala Harris (CA)
3045,Joe Biden,references,US President Joe Biden
3046,Mariannette Miller-Meeks,references,
3047,Mariannette Miller-Meeks,references,
3048,Mariannette Miller-Meeks,references,
3049,Garret Graves,references,US Representative Garret Graves (LA-06)
3049,Tim Walberg,references,US Representative Tim Walberg (MI-07)
3049,John R. Curtis,references,American politician
3049,Gregory Murphy,references,
3049,Mariannette Miller-Meeks,references,
3050,Mariannette Miller-Meeks,references,
3051,Mariannette Miller-Meeks,references,
3052,Mariannette Miller-Meeks,references,
3053,Mariannette Miller-Meeks,references,
3054,Mariannette Miller-Meeks,references,
3055,Mariannette Miller-Meeks,references,
3056,Alex Mooney,references,US Representative Alex Mooney (WV-02)
3057,Joe Biden,references,US President Joe Biden
3057,Alex Mooney,references,US Representative Alex Mooney (WV-02)
3058,Joe Biden,references,US President Joe Biden
3058,Alex Mooney,references,US Representative Alex Mooney (WV-02)
3058,Joe Manchin,references,US Senator Joe Manchin (WV)
3059,Barry Moore,references,
3060,Barry Moore,references,
3061,Barry Moore,references,
3062,Barry Moore,references,
3063,Barry Moore,references,
3064,Barry Moore,references,
3065,Blake Moore,references,
3066,Blake Moore,references,
3067,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3068,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3069,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3070,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3071,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3072,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3073,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3074,Joe Biden,references,US President Joe Biden
3074,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3075,Joe Biden,references,US President Joe Biden
3075,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3076,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3077,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3078,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3078,Tammy Baldwin,references,US Senator Tammy Baldwin (WI)\n
3079,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3080,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3081,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3082,Joe Biden,references,US President Joe Biden
3082,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3083,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3084,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3085,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3086,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3086,Tammy Baldwin,references,US Senator Tammy Baldwin (WI)\n
3087,Joe Biden,references,US President Joe Biden
3087,Gwen Moore,references,US Representative Gwen Moore (WI-04)
3105,Frank Mrvan,references,
3106,Markwayne Mullin,references,US Representative Markwayne Mullin (OK-02)
3107,Markwayne Mullin,references,US Representative Markwayne Mullin (OK-02)
3108,Markwayne Mullin,references,US Representative Markwayne Mullin (OK-02)
3109,Gregory Murphy,references,
3110,Gregory Murphy,references,
3111,Gregory Murphy,references,
3112,Gregory Murphy,references,
3113,Gregory Murphy,references,
3114,Joe Biden,references,US President Joe Biden
3114,Gregory Murphy,references,
3115,Gregory Murphy,references,
3116,Ron DeSantis,references,US Representative Ron DeSantis (FL-06)
3116,Gregory Murphy,references,
3117,Gregory Murphy,references,
3118,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3119,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3120,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3121,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3122,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3123,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3124,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3125,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3126,Stephanie Murphy,references,US Representative Stephanie Murphy (FL-07)
3127,Jackie Speier,references,US Representative Jackie Speier (CA-14)
3127,Jerrold Nadler,references,US Representative Jerrold Nadler (NY-10)
3127,Chuck Schumer,references,Senator Chuck Schumer (NY)
3128,Jerrold Nadler,references,US Representative Jerrold Nadler (NY-10)
3129,Jerrold Nadler,references,US Representative Jerrold Nadler (NY-10)
3130,Jerrold Nadler,references,US Representative Jerrold Nadler (NY-10)
3131,Grace Napolitano,references,US Representative Grace Napolitano (CA-32)
3132,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
3133,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
3133,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
3134,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
3134,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
3135,Joe Biden,references,US President Joe Biden
3135,Nancy Pelosi,references,US House of Representatives Minority Leader Nancy Pelosi (CA-12)
3135,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
3136,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
3137,Richard E. Neal,references,US Representative Richard E. Neal (MA-01)
3141,Troy Nehls,references,
3142,Benny Johnson,references,an American political columnist
3142,Troy Nehls,references,
3143,Troy Nehls,references,
3144,Joe Biden,references,US President Joe Biden
3144,Marsha Blackburn,references,US Representative Marsha Blackburn (TN-07)
3144,Troy Nehls,references,
3145,Troy Nehls,references,
3146,Joe Biden,references,US President Joe Biden
3146,Troy Nehls,references,
3147,Joe Biden,references,US President Joe Biden
3147,Troy Nehls,references,
3147,Hunter Biden,references,
3147,Elon Musk,references,Elon Musk
3148,Troy Nehls,references,
3149,Ryan Fournier,references,Political Commentator and Analyst 
3149,Troy Nehls,references,
3150,Troy Nehls,references,
3151,Troy Nehls,references,
3152,Troy Nehls,references,
3153,Jim Jordan,references,US Representative Jim Jordan (OH-04)
3153,Troy Nehls,references,
3154,Troy Nehls,references,
3155,Jim Banks,references,US Representative Jim Banks (IN-03)
3155,Troy Nehls,references,
3156,Troy Nehls,references,
3157,Troy Nehls,references,
3158,Joe Biden,references,US President Joe Biden
3158,Troy Nehls,references,
3159,Troy Nehls,references,
3160,Joe Biden,references,US President Joe Biden
3160,Troy Nehls,references,
3161,Troy Nehls,references,
3162,Troy Nehls,references,
3163,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3164,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3165,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3166,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3167,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3168,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3169,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3170,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3171,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3172,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3173,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3174,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3175,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3176,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3177,Dan Newhouse,references,US Representative Dan Newhouse (WA-04)
3179,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3180,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3181,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3182,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3183,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3184,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3185,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3186,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3187,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3188,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3189,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3190,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3191,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3192,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3193,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3194,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3195,Donald Norcross,references,US Representative Donald Norcross (NJ-01)
3196,Ralph Norman,references,US Representative Ralph Norman (SC-05)
